,Latitude,Longitude,TVD_FT,Vintage,LateralLength_FT,WellsPerSectionSameZone,Payzone_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,CONDENSATE,DRY GAS,OIL,WET GAS,1ST BONE SPRING,2ND BONE SPRING,2ND BONE SPRING SAND,3RD BONE SPRING,3RD BONE SPRING SAND,LOWER AVALON,MIDDLE AVALON,UPPER AVALON,WOLFCAMP A LOWER,WOLFCAMP A UPPER,WOLFCAMP B LOWER,WOLFCAMP B UPPER,WOLFCAMP C,WOLFCAMP D,CHILD,CO-COMPLETED,PARENT,STANDALONE,EURWH_MBOE,OilEURWH_MBBL,GasEURWH_BCF
7978,32.168742,-103.547511,11211.0,2023,9970.0,9.0,440.0,76.37,2.56,39.51,0.088,0.071,0.18,0.74,0.38,31.32,0.044,19.5,2.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,748,504,1.5
7979,31.56429,-103.124074,11037.0,2017,4868.0,1.0,89.0,80.18,2.52,190.43,0.113,0.077,0.24,0.67,0.18,7.09,0.077,6.8,2.99,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,787,597,1.1
7980,31.599346,-103.83633,10787.0,2018,9619.0,7.0,238.0,76.51,2.57,159.37,0.083,0.066,0.19,0.74,0.4,15.65,0.042,9.9,2.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1902,612,7.7
7981,31.26925,-103.726451,10176.0,2018,5860.0,1.0,190.0,68.42,2.59,28.88,0.07,0.054,0.26,0.69,0.52,10.28,0.025,4.7,2.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1393,298,6.6
7982,31.582589,-103.169556,11508.0,2019,10550.0,2.0,136.0,92.4,2.52,154.11,0.113,0.094,0.24,0.68,0.22,12.35,0.077,10.4,3.19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1253,936,1.9
7983,31.972644,-103.905135,10416.0,2020,10390.0,3.0,154.0,87.39,2.56,95.81,0.09,0.073,0.18,0.74,0.59,11.09,0.029,4.4,2.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1585,789,4.8
7984,32.312143,-103.750684,12005.0,2022,9948.0,3.0,227.0,77.45,2.58,126.85,0.077,0.063,0.18,0.76,0.45,14.21,0.037,8.4,2.19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1430,755,4.1
7985,32.000992,-103.841736,10077.0,2022,4048.0,3.0,728.0,53.76,2.61,223.23,0.057,0.049,0.14,0.8,0.43,35.54,0.027,19.4,1.43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,756,318,2.6
7986,32.280448,-103.403716,11673.0,2021,8696.0,3.0,94.0,66.85,2.56,41.79,0.087,0.071,0.16,0.77,0.57,6.57,0.033,3.1,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1087,972,0.7
7987,31.430318,-103.508914,10962.0,2020,10346.0,2.0,268.0,75.97,2.55,41.56,0.095,0.075,0.21,0.72,0.39,20.3,0.058,15.5,3.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1562,559,6.0
7988,31.978311,-103.702797,11635.0,2021,7274.0,5.0,152.0,86.07,2.57,23.41,0.085,0.068,0.19,0.74,0.65,10.26,0.026,3.9,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,905,409,3.0
7989,31.494517,-103.323862,11157.0,2013,4560.0,3.0,86.0,107.21,2.55,51.78,0.096,0.071,0.24,0.69,0.42,6.28,0.045,3.9,3.26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,58,9,0.3
7990,31.645308,-103.446152,11468.0,2018,4837.0,1.0,166.0,70.41,2.51,61.98,0.117,0.092,0.2,0.68,0.33,15.28,0.069,11.5,3.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1028,532,3.0
7991,31.986845,-103.882504,7671.0,2012,3872.0,2.0,496.0,84.05,2.53,432.16,0.107,0.087,0.15,0.76,0.23,43.17,0.065,32.3,2.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,478,65,2.5
7992,31.314603,-103.542689,10537.0,2016,7392.0,1.0,184.0,80.38,2.57,82.63,0.085,0.068,0.18,0.74,0.33,12.6,0.055,10.2,2.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1007,738,1.6
7993,31.693716,-103.38202,11822.0,2022,8752.0,5.0,130.0,85.59,2.51,84.62,0.126,0.094,0.22,0.68,0.36,12.23,0.065,8.4,3.11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1419,829,3.5
7994,31.630088,-103.374761,11832.0,2021,7806.0,1.0,282.0,88.64,2.48,61.32,0.138,0.115,0.22,0.68,0.52,32.35,0.089,25.0,3.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,501,386,0.7
7995,31.9114,-103.873939,9584.0,2023,10296.0,7.0,673.0,59.03,2.6,276.5,0.062,0.051,0.15,0.79,0.37,34.37,0.033,22.0,1.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,861,478,2.3
7996,31.23581,-103.207851,10803.0,2023,7631.0,4.0,177.0,85.39,2.53,111.79,0.104,0.076,0.25,0.68,0.49,13.96,0.07,12.4,3.88,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,430,319,0.7
7997,31.796962,-103.817198,11219.0,2018,4515.0,4.0,303.0,88.9,2.57,45.21,0.099,0.065,0.27,0.67,0.63,19.69,0.026,7.8,2.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,756,204,3.3
7998,31.912132,-103.685328,11265.0,2018,4707.0,2.0,346.0,71.37,2.59,9.26,0.069,0.056,0.2,0.75,0.5,19.22,0.025,8.6,0.49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1379,876,3.0
7999,31.877383,-104.309497,7685.0,2018,10239.0,3.0,349.0,71.16,2.57,9.67,0.083,0.067,0.19,0.74,0.64,23.42,0.024,8.4,1.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2815,966,11.1
8000,31.664009,-103.847528,10823.0,2020,4719.0,6.0,212.0,90.84,2.56,142.82,0.087,0.071,0.18,0.75,0.37,15.0,0.052,11.1,2.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,920,272,3.9
8001,31.272972,-103.445106,10650.0,2016,4562.0,6.0,152.0,76.87,2.57,101.76,0.084,0.07,0.18,0.75,0.31,10.58,0.052,7.9,2.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,748,302,2.7
8002,32.196689,-103.606584,12344.0,2020,10058.0,4.0,194.0,65.15,2.58,159.56,0.073,0.063,0.13,0.82,0.43,12.49,0.036,7.1,1.69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1499,969,3.2
8003,32.275099,-103.940243,9140.0,2023,7442.0,6.0,269.0,74.57,2.59,27.07,0.074,0.059,0.14,0.8,0.47,15.96,0.03,8.0,1.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,362,290,0.4
8004,31.170655,-103.249692,10442.0,2016,4429.0,1.0,137.0,96.9,2.52,128.7,0.115,0.082,0.25,0.66,0.13,11.16,0.061,8.4,4.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,806,691,0.7
8005,31.970235,-103.64014,10541.0,2015,4800.0,6.0,355.0,75.04,2.59,51.0,0.073,0.059,0.18,0.77,0.38,21.07,0.044,15.6,2.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700,352,2.1
8006,31.739261,-103.485854,11659.0,2016,4872.0,4.0,147.0,81.62,2.54,60.1,0.102,0.078,0.22,0.7,0.37,11.49,0.052,7.6,3.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1025,796,1.4
8007,31.972126,-103.472385,13153.0,2017,9340.0,1.0,326.0,80.29,2.52,53.09,0.11,0.086,0.24,0.68,0.71,28.16,0.021,7.0,2.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1692,1282,2.5
8008,31.369447,-103.426902,10654.0,2015,3932.0,4.0,132.0,108.41,2.53,140.91,0.103,0.078,0.23,0.69,0.29,10.55,0.059,7.7,3.37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,119,54,0.4
8009,31.664413,-103.88171,10338.0,2018,4406.0,4.0,188.0,101.24,2.56,145.72,0.09,0.074,0.18,0.75,0.28,13.87,0.054,10.2,2.87,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,782,308,2.8
8010,31.69182,-103.750069,11709.0,2018,9352.0,1.0,858.0,78.02,2.54,27.44,0.102,0.077,0.23,0.69,0.73,65.98,0.024,21.0,1.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3718,1726,12.0
8011,31.627087,-104.034958,9777.0,2019,7082.0,1.0,230.0,88.85,2.56,35.46,0.086,0.067,0.23,0.7,0.45,15.35,0.049,11.3,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1891,312,9.5
8012,31.433386,-103.214672,11518.0,2019,5439.0,4.0,152.0,75.35,2.5,17.19,0.126,0.094,0.26,0.65,0.4,14.32,0.056,8.5,3.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,782,782,0.0
8013,31.970478,-103.602483,12414.0,2021,4643.0,2.0,314.0,91.68,2.54,80.28,0.103,0.072,0.27,0.65,0.6,22.64,0.033,10.5,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,883,571,1.9
8014,31.461421,-103.445613,10757.0,2022,9863.0,2.0,173.0,93.53,2.54,130.61,0.101,0.078,0.21,0.71,0.32,13.75,0.056,9.8,3.36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1579,579,6.0
8015,31.761056,-103.409754,12064.0,2017,4780.0,4.0,125.0,80.48,2.5,68.13,0.12,0.093,0.22,0.68,0.36,11.59,0.064,8.0,3.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,346,281,0.4
8016,31.649025,-103.984589,9978.0,2017,7720.0,2.0,156.0,86.51,2.57,183.69,0.079,0.064,0.19,0.74,0.39,10.06,0.044,6.9,2.55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1785,665,6.7
8017,31.632271,-103.634605,11811.0,2019,10600.0,1.0,795.0,61.76,2.47,55.54,0.143,0.097,0.23,0.67,0.75,77.32,0.068,53.7,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1497,330,7.0
8018,31.913901,-103.848754,10561.0,2019,10125.0,2.0,149.0,93.53,2.55,103.66,0.089,0.069,0.2,0.72,0.43,10.25,0.039,5.8,2.57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1329,669,4.0
8019,31.550223,-103.797904,10058.0,2017,9757.0,2.0,114.0,85.44,2.56,182.4,0.111,0.079,0.27,0.65,0.38,8.85,0.041,4.6,2.27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1603,589,6.1
8020,31.804112,-104.117361,9903.0,2018,10042.0,1.0,393.0,80.48,2.57,82.86,0.09,0.075,0.19,0.73,0.26,29.65,0.056,22.0,3.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4523,1191,20.0
8021,31.27225,-103.361306,10696.0,2018,4262.0,6.0,112.0,113.81,2.53,89.88,0.105,0.079,0.24,0.68,0.27,8.88,0.058,6.5,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,292,195,0.6
8022,31.243531,-103.332717,10693.0,2019,4558.0,2.0,159.0,66.08,2.56,156.42,0.087,0.071,0.17,0.76,0.33,11.34,0.046,7.4,2.34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,162,138,0.1
8023,31.163136,-103.614166,10642.0,2021,9029.0,3.0,379.0,74.42,2.58,92.45,0.077,0.066,0.19,0.74,0.58,24.95,0.044,16.7,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,965,500,2.8
8024,31.199736,-103.255506,10583.0,2015,5028.0,1.0,137.0,85.5,2.52,136.57,0.11,0.082,0.24,0.68,0.25,11.14,0.062,8.5,3.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,547,454,0.6
8025,31.340279,-103.439033,10593.0,2014,3561.0,4.0,133.0,110.62,2.53,140.73,0.102,0.079,0.21,0.71,0.27,10.56,0.06,8.0,3.36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,694,521,1.0
8026,31.168279,-103.388962,10506.0,2022,10350.0,4.0,190.0,82.78,2.54,89.02,0.1,0.079,0.2,0.72,0.33,15.13,0.056,10.7,2.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,850,713,0.8
8027,31.082624,-103.204609,10455.0,2015,9612.0,2.0,162.0,104.04,2.51,52.52,0.12,0.083,0.28,0.64,0.16,13.4,0.064,10.3,3.99,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,738,610,0.8
8028,31.879462,-104.214737,8719.0,2021,10425.0,2.0,138.0,96.58,2.6,82.1,0.062,0.051,0.21,0.74,0.47,7.05,0.036,4.9,2.41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2374,813,9.4
8029,31.398365,-103.182878,11134.0,2023,9806.0,1.0,111.0,96.7,2.51,59.92,0.117,0.087,0.26,0.65,0.29,9.57,0.064,7.0,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,596,450,0.9
8030,31.59332,-103.22204,11518.0,2021,9900.0,3.0,271.0,74.36,2.56,19.1,0.092,0.063,0.3,0.64,0.38,17.21,0.068,18.5,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,364,282,0.5
8031,31.879626,-104.227648,8805.0,2021,10284.0,3.0,139.0,91.72,2.6,80.89,0.066,0.054,0.2,0.74,0.48,7.49,0.034,4.7,2.31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2590,682,11.4
8032,31.726896,-104.043821,9592.0,2020,6356.0,3.0,171.0,76.37,2.57,159.14,0.082,0.067,0.19,0.74,0.37,11.43,0.043,7.4,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,586,163,2.5
8033,31.750793,-103.41169,11542.0,2021,7174.0,1.0,300.0,70.82,2.55,11.58,0.096,0.076,0.2,0.71,0.57,22.71,0.032,9.5,1.81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,688,527,1.0
8034,31.493756,-103.235264,11462.0,2022,7154.0,1.0,166.0,75.67,2.48,30.64,0.131,0.103,0.25,0.65,0.45,17.15,0.057,9.5,3.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,462,309,0.9
8035,31.819484,-104.351095,8390.0,2023,10749.0,4.0,454.0,87.2,2.56,125.33,0.088,0.067,0.21,0.72,0.35,30.41,0.049,22.0,2.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,749,40,4.3
8036,31.864954,-104.135312,9341.0,2019,10341.0,4.0,143.0,74.46,2.6,56.3,0.089,0.071,0.22,0.72,0.45,10.13,0.041,5.9,3.52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1564,699,5.2
8037,31.986548,-103.662485,10459.0,2020,4481.0,5.0,362.0,70.28,2.59,58.99,0.07,0.058,0.16,0.79,0.37,21.15,0.047,16.9,2.16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,647,265,2.3
8038,31.97195,-103.834894,10178.0,2023,15598.0,5.0,671.0,60.5,2.59,245.51,0.068,0.056,0.14,0.8,0.37,37.8,0.035,23.3,1.59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2310,960,8.1
8039,31.999489,-103.907583,10398.0,2022,10298.0,2.0,167.0,77.46,2.55,63.08,0.093,0.075,0.17,0.75,0.62,12.39,0.029,4.8,2.46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,649,353,1.8
8040,31.460244,-103.594553,10376.0,2017,7043.0,6.0,178.0,99.61,2.55,175.15,0.092,0.072,0.2,0.72,0.27,13.28,0.062,11.1,3.28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1522,465,6.3
8041,31.23064,-103.345161,10574.0,2018,10174.0,5.0,125.0,84.89,2.54,163.11,0.101,0.076,0.23,0.69,0.32,9.6,0.056,7.0,4.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1170,858,1.9
8042,31.403392,-103.017192,10680.0,2018,9812.0,2.0,142.0,77.2,2.54,203.83,0.099,0.077,0.21,0.71,0.2,11.05,0.063,8.9,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,602,422,1.1
8043,31.446695,-103.522121,11108.0,2019,11934.0,1.0,246.0,71.5,2.55,47.19,0.094,0.073,0.21,0.72,0.45,17.95,0.049,11.9,2.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2003,772,7.4
8044,31.213712,-103.46638,10314.0,2019,10121.0,3.0,213.0,82.12,2.59,30.71,0.071,0.058,0.2,0.74,0.33,12.33,0.041,8.8,2.09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2150,1369,4.7
8045,31.84702,-104.3581,7536.0,2020,10957.0,6.0,196.0,72.45,2.54,41.52,0.101,0.075,0.21,0.71,0.5,14.79,0.043,8.5,2.78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2262,381,11.3
8046,31.562575,-103.866629,10761.0,2020,7644.0,2.0,225.0,73.58,2.58,163.21,0.081,0.061,0.2,0.74,0.44,13.8,0.038,8.6,1.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1437,324,6.7
8047,31.699514,-103.410828,11704.0,2017,6865.0,3.0,122.0,92.8,2.52,95.08,0.109,0.088,0.23,0.69,0.29,10.81,0.065,8.0,3.07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,712,615,0.6
8048,31.169731,-103.393703,10499.0,2021,10173.0,5.0,201.0,86.9,2.53,154.65,0.102,0.08,0.22,0.71,0.31,16.05,0.059,11.8,2.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,622,530,0.6
8049,31.845233,-103.526197,10358.0,2022,7164.0,3.0,387.0,74.34,2.55,44.64,0.091,0.06,0.2,0.74,0.21,23.18,0.047,18.2,2.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,342,342,0.0
8050,31.433456,-103.213276,9790.0,2021,5493.0,1.0,466.0,58.82,2.59,274.0,0.085,0.065,0.1,0.83,0.39,30.05,0.04,18.4,1.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,785,504,1.7
8051,32.60905,-104.069326,8181.0,2013,3598.0,4.0,282.0,77.38,2.59,116.99,0.069,0.057,0.15,0.78,0.35,16.13,0.033,9.4,1.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,256,147,0.7
8053,32.204553,-103.962196,7897.0,2013,3592.0,2.0,299.0,81.99,2.54,92.69,0.096,0.086,0.15,0.77,0.59,25.81,0.032,9.6,2.36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102,70,0.2
8054,32.065439,-104.048635,7005.0,2010,4060.0,1.0,198.0,95.0,2.47,283.24,0.149,0.106,0.21,0.67,0.19,21.03,0.091,18.1,4.23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,452,41,2.5
8055,32.20877,-103.507904,10584.0,2022,7167.0,1.0,389.0,57.13,2.53,208.57,0.11,0.09,0.15,0.76,0.28,35.08,0.068,26.3,2.66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,533,321,1.3
8056,32.254498,-103.648222,12388.0,2022,9912.0,2.0,370.0,81.26,2.58,427.06,0.087,0.075,0.13,0.79,0.31,27.75,0.056,20.6,2.26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1701,1241,2.8
8057,32.308532,-104.051833,9882.0,2022,10124.0,1.0,201.0,74.38,2.57,61.25,0.083,0.063,0.26,0.67,0.7,12.75,0.018,3.7,1.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,744,504,1.4
8058,31.05164,-103.200557,10303.0,2016,8509.0,4.0,130.0,100.55,2.51,30.5,0.117,0.085,0.26,0.65,0.15,10.96,0.06,7.8,3.87,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,968,564,2.4
8059,32.198273,-103.574728,13093.0,2021,10048.0,4.0,164.0,90.41,2.55,44.79,0.093,0.074,0.21,0.72,0.54,12.19,0.036,6.0,2.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1472,550,5.5
8060,32.107905,-103.768986,11806.0,2019,5700.0,3.0,191.0,69.81,2.57,70.49,0.081,0.064,0.22,0.71,0.62,12.17,0.029,5.6,2.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1329,739,3.5
8061,32.109997,-103.683905,10554.0,2020,9637.0,3.0,421.0,76.19,2.57,20.01,0.084,0.07,0.16,0.77,0.38,29.33,0.034,14.4,1.78,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,1340,3.9
8062,32.208383,-103.817042,11854.0,2021,9584.0,3.0,175.0,72.97,2.59,137.44,0.07,0.056,0.17,0.78,0.51,9.75,0.033,5.7,1.72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1487,915,3.4
8063,32.225682,-103.368501,11826.0,2022,9787.0,4.0,300.0,62.62,2.57,24.62,0.084,0.073,0.17,0.77,0.51,21.91,0.034,10.1,1.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,920,692,1.4
8064,32.225542,-103.994966,10183.0,2022,9725.0,2.0,155.0,55.14,2.6,129.54,0.061,0.049,0.15,0.81,0.65,7.6,0.02,3.1,1.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,833,534,1.8
8065,32.628173,-104.106241,8875.0,2021,4389.0,4.0,383.0,77.04,2.62,48.76,0.058,0.049,0.15,0.81,0.26,18.91,0.028,10.6,1.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,862,373,2.9
8066,32.080129,-103.281823,11263.0,2022,10261.0,1.0,564.0,39.44,2.63,387.4,0.048,0.044,0.08,0.88,0.42,24.78,0.029,16.5,1.54,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441,302,0.8
8067,31.142871,-103.040318,9063.0,2018,7521.0,1.0,425.0,66.96,2.55,175.74,0.095,0.072,0.21,0.73,0.23,30.65,0.053,22.4,2.12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,599,8,3.5
8068,31.64847,-103.164773,11350.0,2019,7547.0,2.0,203.0,58.58,2.65,291.54,0.051,0.032,0.07,0.91,0.46,6.56,0.023,4.6,1.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1212,775,2.6
8069,31.942843,-103.617278,12034.0,2019,4452.0,3.0,153.0,98.46,2.57,225.78,0.08,0.058,0.24,0.69,0.5,9.23,0.032,4.8,2.51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,341,300,0.2
8070,32.552733,-104.104942,9213.0,2017,4255.0,2.0,110.0,64.6,2.62,257.75,0.053,0.048,0.14,0.82,0.4,5.31,0.033,3.6,1.28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,420,252,1.0
8071,32.165672,-103.950727,9084.0,2018,9876.0,6.0,422.0,63.57,2.58,123.88,0.074,0.062,0.15,0.79,0.38,26.23,0.038,16.3,1.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1840,889,5.7
8072,32.078998,-103.353738,12503.0,2018,4453.0,2.0,299.0,75.48,2.58,10.76,0.077,0.061,0.19,0.75,0.38,18.38,0.019,5.5,2.19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,602,523,0.5
8073,32.22373,-103.738512,8388.0,2012,4086.0,1.0,452.0,68.58,2.58,747.19,0.076,0.064,0.13,0.8,0.19,28.81,0.057,25.6,2.07,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,494,326,1.0
8074,32.666578,-103.900706,8843.0,2011,4103.0,3.0,308.0,80.69,2.58,44.13,0.077,0.063,0.15,0.78,0.5,19.52,0.029,8.8,1.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,389,219,1.0
8075,32.326013,-103.629596,9788.0,2016,4060.0,1.0,513.0,57.73,2.48,1169.17,0.109,0.092,0.14,0.76,0.18,47.41,0.079,40.6,2.71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,679,441,1.4
8077,31.243299,-103.23581,10737.0,2013,4999.0,1.0,104.0,66.74,2.54,154.37,0.1,0.079,0.19,0.73,0.28,8.2,0.066,6.9,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,559,526,0.2
8078,31.666205,-103.448606,11213.0,2011,3506.0,2.0,296.0,74.78,2.56,12.72,0.085,0.07,0.2,0.73,0.46,20.74,0.042,12.5,2.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,520,410,0.7
8079,31.650318,-103.839977,10881.0,2014,7364.0,3.0,231.0,85.78,2.56,139.54,0.086,0.069,0.18,0.75,0.38,15.99,0.05,11.5,2.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1309,491,4.9
